,PunctuationCount,AverageSentenceLength,NumberOfSentences,AverageCharactersPerWord,UniqueWordRatio,AverageCoRoLaWordFrequency,RareWordRatio,WordNgramEntropy,CharacterNgramPerplexity,UppercaseRatio,VowelRatio,Model
0,58,27.23076923076923,13,5.790960451977401,0.7005649717514124,3.9601480857142857,0.5169491525423728,8.427391547486016,921.0628026845136,0.0337124289195775,0.3895207148659626,3
1,54,27.615384615384617,13,5.944289693593315,0.6935933147632312,3.756096232919255,0.5041782729805014,8.425841231168828,931.1863289251544,0.0294464075382803,0.3835885355319984,3
2,45,28.75,12,6.066666666666666,0.7333333333333333,4.2312034764890285,0.5362318840579711,8.375364245968589,868.7159612524889,0.0209508460918614,0.3936341659951652,3
3,53,24.714285714285715,14,5.826086956521739,0.6956521739130435,4.334233076158941,0.5159420289855072,8.354302872428367,897.5503705705801,0.0278586278586278,0.3879417879417879,3
4,54,29.666666666666668,12,5.963483146067416,0.699438202247191,4.254088741538461,0.5421348314606742,8.405450496069998,922.0238650197648,0.0229067930489731,0.3894154818325434,3
5,46,24.071428571428573,14,6.017910447761194,0.7223880597014926,3.7489701993464055,0.5343283582089552,8.341788124809382,914.1828108107258,0.0334168755221386,0.3847117794486215,3
6,55,24.76923076923077,13,5.947204968944099,0.7204968944099379,2.9772527,0.5527950310559007,8.25942084224901,868.2574477107347,0.037538192928852,0.3880401571366215,3
7,53,22.8125,16,6.013736263736264,0.7115384615384616,4.248420519637462,0.5659340659340659,8.454238961136246,918.854752365958,0.0253456221198156,0.3928571428571428,3
8,55,32.72727272727273,11,6.05,0.7027777777777777,3.960304815151515,0.5333333333333333,8.441169037995298,916.5390821639468,0.0258188824662813,0.3919075144508671,3
9,55,27.5,14,5.815104166666667,0.7005208333333334,4.4389262011494255,0.5625,8.553119935705208,947.7340437836313,0.0310861423220973,0.3883895131086142,3
10,67,23.53333333333333,15,6.059490084985836,0.7138810198300283,4.033696903125,0.5382436260623229,8.425340709546388,919.3288138123232,0.0344153304653891,0.3914743840438013,3
11,67,22.33333333333333,18,5.7675,0.6625,4.163431119318182,0.515,8.55626053771526,969.5048711445844,0.0368231046931408,0.3862815884476534,3
12,55,24.375,16,5.98974358974359,0.6794871794871795,4.274937960451978,0.5512820512820513,8.529706325700426,933.6671674670612,0.0276779295470884,0.3964773544212797,3
13,44,26.846153846153847,13,5.873925501432665,0.6762177650429799,4.065419312693499,0.501432664756447,8.37397797860735,872.8545404751277,0.0245499181669394,0.392798690671031,3
14,55,27.384615384615383,13,5.772471910112359,0.6741573033707865,3.529072063636364,0.5449438202247191,8.37728148198549,893.1665957670198,0.0413457640859343,0.3911633563032022,3
15,56,28.07692307692308,13,5.804945054945055,0.717032967032967,4.268081869436202,0.5521978021978022,8.448729319262968,944.9265090945024,0.0292374555511655,0.3907546424338206,3
16,41,28.3,10,5.787985865724382,0.7243816254416962,3.533647357976654,0.5053003533568905,8.09432125487339,780.825531090791,0.0310907237512742,0.3944954128440367,3
17,65,25.125,16,6.014925373134329,0.6741293532338308,3.700959123943663,0.5497512437810945,8.571985452623275,916.81598765692,0.036741767764298,0.394107452339688,3
18,47,25.384615384615383,13,5.6909090909090905,0.6787878787878788,3.9893595016835017,0.5181818181818182,8.286700954579729,881.7951245495711,0.0363797692990239,0.3873114463176575,3
19,48,25.071428571428573,14,6.037463976945245,0.6887608069164265,4.615108560897435,0.5273775216138329,8.374643003642033,870.3681639498747,0.0245374094931617,0.3954143201930812,3
20,41,27.818181818181817,11,5.970588235294118,0.6993464052287581,4.6704370892857145,0.5,8.195256334075406,874.0629543978494,0.0275862068965517,0.3875862068965517,3
21,54,25.285714285714285,14,5.96045197740113,0.672316384180791,3.87083417571885,0.5338983050847458,8.387731490828791,905.8387884155976,0.0417163289630512,0.3877632101708383,3
22,56,27.09090909090909,11,6.077181208053691,0.7449664429530202,3.573558486988848,0.5335570469798657,8.157905358167218,830.6129740789341,0.033271719038817,0.3840110905730129,3
23,50,26.454545454545453,11,6.027491408934708,0.7285223367697594,3.306950245283019,0.5326460481099656,8.138529779670106,823.1723097203366,0.0362422508345255,0.3934191702432045,3
24,58,24.857142857142858,14,5.867816091954023,0.6724137931034483,3.592424165625,0.5258620689655172,8.346572832405348,908.5223063573816,0.0343417825020441,0.3892068683565004,3
25,50,27.181818181818183,11,6.066889632107023,0.7290969899665551,3.005653681159421,0.5652173913043478,8.169655475152888,848.16706393421,0.0397779833487511,0.3894542090656799,3
26,56,27.923076923076923,13,5.900826446280992,0.6804407713498623,3.6026678123167155,0.5454545454545454,8.42041249619325,944.5731165182832,0.0394377196407653,0.3959390862944162,3
27,53,23.714285714285715,14,6.114457831325301,0.7168674698795181,3.637940878787879,0.5451807228915663,8.32611070740491,901.8987116788522,0.0331400165700082,0.3873239436619718,3
